geneID	start	end	strand	island start	island end
ENSG00000232104	3526723	3526723	3691814	3658000	3659000
ENSG00000228322	4299390	4299390	4306046	4299000	4300000
ENSG00000228322	4299390	4299390	4306046	4299000	4300000
ENSG00000273061	4676600	4676600	4679502	4679000	4680000
ENSG00000273061	4676600	4676600	4679502	4679000	4680000
ENSG00000147853	4741088	4741088	4741227	4741000	4742000
ENSG00000287759	4741741	4741741	4759639	4741000	4742000
ENSG00000147853	4741088	4741088	4741227	4741000	4742000
ENSG00000287759	4741741	4741741	4759639	4741000	4742000
ENSG00000233186	4803788	4803788	4804972	4804000	4805000
ENSG00000233186	4803788	4803788	4804972	4804000	4805000
ENSG00000234534	5040945	5040945	5041940	5041000	5042000
ENSG00000234534	5040945	5040945	5041940	5041000	5042000
ENSG00000236567	5110913	5110913	5112849	5111000	5112000
ENSG00000236567	5110913	5110913	5112849	5111000	5112000
ENSG00000236567	5110913	5110913	5112849	5112000	5113000
ENSG00000236567	5110913	5110913	5112849	5112000	5113000
ENSG00000254017	5113549	5113549	5114804	5114000	5115000
ENSG00000254017	5113549	5113549	5114804	5114000	5115000
ENSG00000107018	5339747	5339747	5339876	5339000	5340000
ENSG00000107018	5339747	5339747	5339876	5339000	5340000
ENSG00000286162	5457477	5457477	5629748	5502000	5503000
ENSG00000286162	5457477	5457477	5629748	5502000	5503000
ENSG00000286162	5457477	5457477	5629748	5516000	5517000
ENSG00000286162	5457477	5457477	5629748	5516000	5517000
ENSG00000286162	5457477	5457477	5629748	5629000	5630000
ENSG00000286162	5457477	5457477	5629748	5629000	5630000
ENSG00000099219	5832454	5832454	5832957	5832000	5833000
ENSG00000099219	5832454	5832454	5832957	5832000	5833000
ENSG00000183354	6007788	6007788	6007901	6007000	6008000
ENSG00000263575	6007826	6007826	6007904	6007000	6008000
ENSG00000183354	6007788	6007788	6007901	6007000	6008000
ENSG00000263575	6007826	6007826	6007904	6007000	6008000
ENSG00000178445	6622919	6622919	6623082	6622000	6623000
ENSG00000178445	6622919	6622919	6623082	6622000	6623000
ENSG00000236924	6645956	6645956	6670635	6645000	6646000
ENSG00000236924	6645956	6645956	6670635	6645000	6646000
ENSG00000229611	6704270	6704270	6707780	6704000	6705000
ENSG00000229611	6704270	6704270	6707780	6704000	6705000
ENSG00000225489	6716157	6716157	6727438	6716000	6717000
ENSG00000225489	6716157	6716157	6727438	6716000	6717000
ENSG00000230581	6834456	6834456	6835577	6834000	6835000
ENSG00000230581	6834456	6834456	6835577	6834000	6835000
ENSG00000224972	6902670	6902670	6978859	6949000	6950000
ENSG00000224972	6902670	6902670	6978859	6949000	6950000
ENSG00000137038	7799735	7799735	7799778	7799000	7800000
ENSG00000137038	7799735	7799735	7799778	7799000	7800000
ENSG00000153707	8857638	8857638	8857776	8857000	8858000
ENSG00000153707	8857638	8857638	8857776	8857000	8858000
ENSG00000225706	8858127	8858127	8864772	8858000	8859000
ENSG00000225706	8858127	8858127	8864772	8858000	8859000
ENSG00000226717	10613202	10613202	10620420	10613000	10614000
ENSG00000226717	10613202	10613202	10620420	10613000	10614000
ENSG00000275130	11618496	11618496	11618621	11618000	11619000
ENSG00000285784	11618530	11618530	12058227	11618000	11619000
ENSG00000275130	11618496	11618496	11618621	11618000	11619000
ENSG00000285784	11618530	11618530	12058227	11618000	11619000
ENSG00000285784	11618530	11618530	12058227	11687000	11688000
ENSG00000285784	11618530	11618530	12058227	11687000	11688000
ENSG00000234740	13274510	13274510	13279187	13278000	13279000
ENSG00000234740	13274510	13274510	13279187	13278000	13279000
ENSG00000234740	13274510	13274510	13279187	13279000	13280000
ENSG00000234740	13274510	13274510	13279187	13279000	13280000
ENSG00000226197	13386130	13386130	13836571	13477000	13478000
ENSG00000270547	13406380	13406380	13488125	13477000	13478000
ENSG00000226197	13386130	13386130	13836571	13477000	13478000
ENSG00000270547	13406380	13406380	13488125	13477000	13478000
ENSG00000226197	13386130	13386130	13836571	13627000	13628000
ENSG00000226197	13386130	13386130	13836571	13627000	13628000
ENSG00000229268	13986175	13986175	13987909	13987000	13988000
ENSG00000229268	13986175	13986175	13987909	13987000	13988000
ENSG00000225472	14317073	14317073	14358490	14322000	14323000
ENSG00000225472	14317073	14317073	14358490	14322000	14323000
ENSG00000225472	14317073	14317073	14358490	14346000	14347000
ENSG00000225472	14317073	14317073	14358490	14346000	14347000
ENSG00000225472	14317073	14317073	14358490	14347000	14348000
ENSG00000225472	14317073	14317073	14358490	14347000	14348000
ENSG00000175893	14693229	14693229	14693432	14693000	14694000
ENSG00000175893	14693229	14693229	14693432	14693000	14694000
ENSG00000232000	14921013	14921013	15146401	14978000	14979000
ENSG00000232000	14921013	14921013	15146401	14978000	14979000
ENSG00000232000	14921013	14921013	15146401	14993000	14994000
ENSG00000215237	14993312	14993312	15019729	14993000	14994000
ENSG00000232000	14921013	14921013	15146401	14993000	14994000
ENSG00000215237	14993312	14993312	15019729	14993000	14994000
ENSG00000205549	16203935	16203935	16410990	16234000	16235000
ENSG00000205549	16203935	16203935	16410990	16234000	16235000
ENSG00000237153	16917511	16917511	17114122	16924000	16925000
ENSG00000237153	16917511	16917511	17114122	16924000	16925000
ENSG00000237153	16917511	16917511	17114122	16977000	16978000
ENSG00000237153	16917511	16917511	17114122	16977000	16978000
ENSG00000237153	16917511	16917511	17114122	17072000	17073000
ENSG00000237153	16917511	16917511	17114122	17072000	17073000
ENSG00000155875	19032909	19032909	19033253	19033000	19034000
ENSG00000155875	19032909	19032909	19033253	19033000	19034000
ENSG00000147872	19127419	19127419	19127490	19127000	19128000
ENSG00000147872	19127419	19127419	19127490	19127000	19128000
ENSG00000285911	19386927	19386927	19408532	19408000	19409000
ENSG00000285911	19386927	19386927	19408532	19408000	19409000
ENSG00000231909	19460926	19460926	19464524	19464000	19465000
ENSG00000231909	19460926	19460926	19464524	19464000	19465000
ENSG00000286685	19789179	19789179	19894856	19789000	19790000
ENSG00000286685	19789179	19789179	19894856	19789000	19790000
ENSG00000227071	20683304	20683304	20684688	20684000	20685000
ENSG00000227071	20683304	20683304	20684688	20684000	20685000
ENSG00000188921	21031591	21031591	21031640	21031000	21032000
ENSG00000188921	21031591	21031591	21031640	21031000	21032000
ENSG00000171889	21453802	21453802	21559900	21528000	21529000
ENSG00000171889	21453802	21453802	21559900	21528000	21529000
ENSG00000171889	21453802	21453802	21559900	21559000	21560000
ENSG00000171889	21453802	21453802	21559900	21559000	21560000
ENSG00000229835	21695176	21695176	21696943	21695000	21696000
ENSG00000229835	21695176	21695176	21696943	21695000	21696000
ENSG00000229835	21695176	21695176	21696943	21696000	21697000
ENSG00000229835	21695176	21695176	21696943	21696000	21697000
ENSG00000240498	21994139	21994139	22128103	21994000	21995000
ENSG00000240498	21994139	21994139	22128103	21994000	21995000
ENSG00000240498	21994139	21994139	22128103	21995000	21996000
ENSG00000266446	21995482	21995482	21996013	21995000	21996000
ENSG00000240498	21994139	21994139	22128103	21995000	21996000
ENSG00000266446	21995482	21995482	21996013	21995000	21996000
ENSG00000284418	22703516	22703516	23438700	22863000	22864000
ENSG00000284418	22703516	22703516	23438700	22863000	22864000
ENSG00000198680	25678313	25678313	25678444	25678000	25679000
ENSG00000198680	25678313	25678313	25678444	25678000	25679000
ENSG00000120159	26892716	26892716	26892787	26892000	26893000
ENSG00000120159	26892716	26892716	26892787	26892000	26893000
ENSG00000137055	26947046	26947046	26947233	26947000	26948000
ENSG00000137055	26947046	26947046	26947233	26947000	26948000
ENSG00000120162	27529555	27529555	27529814	27529000	27530000
ENSG00000285103	27529085	27529085	27543902	27529000	27530000
ENSG00000120162	27529555	27529555	27529814	27529000	27530000
ENSG00000285103	27529085	27529085	27543902	27529000	27530000
ENSG00000147894	27573724	27573724	27573755	27573000	27574000
ENSG00000147894	27573724	27573724	27573755	27573000	27574000
ENSG00000229060	28148211	28148211	28149236	28148000	28149000
ENSG00000229060	28148211	28148211	28149236	28148000	28149000
ENSG00000229060	28148211	28148211	28149236	28149000	28150000
ENSG00000229060	28148211	28148211	28149236	28149000	28150000
ENSG00000280683	30388935	30388935	30575012	30575000	30576000
ENSG00000280683	30388935	30388935	30575012	30575000	30576000
ENSG00000239792	30670964	30670964	30671966	30671000	30672000
ENSG00000239792	30670964	30670964	30671966	30671000	30672000
ENSG00000232203	31253901	31253901	31254777	31254000	31255000
ENSG00000232203	31253901	31253901	31254777	31254000	31255000
ENSG00000137074	33001567	33001567	33001595	33001000	33002000
ENSG00000137074	33001567	33001567	33001595	33001000	33002000
ENSG00000122692	33076609	33076609	33076674	33076000	33077000
ENSG00000122692	33076609	33076609	33076674	33076000	33077000
ENSG00000233554	33166948	33166948	33182865	33166000	33167000
ENSG00000233554	33166948	33166948	33182865	33166000	33167000
ENSG00000086062	33167170	33167170	33167336	33167000	33168000
ENSG00000233554	33166948	33166948	33182865	33167000	33168000
ENSG00000086062	33167170	33167170	33167336	33167000	33168000
ENSG00000233554	33166948	33166948	33182865	33167000	33168000
ENSG00000107262	33264330	33264330	33264670	33264000	33265000
ENSG00000107262	33264330	33264330	33264670	33264000	33265000
ENSG00000286322	33401478	33401478	33410553	33401000	33402000
ENSG00000286322	33401478	33401478	33410553	33401000	33402000
ENSG00000165269	33402373	33402373	33402645	33402000	33403000
ENSG00000286322	33401478	33401478	33410553	33402000	33403000
ENSG00000165269	33402373	33402373	33402645	33402000	33403000
ENSG00000286322	33401478	33401478	33410553	33402000	33403000
ENSG00000286322	33401478	33401478	33410553	33403000	33404000
ENSG00000286322	33401478	33401478	33410553	33403000	33404000
ENSG00000286322	33401478	33401478	33410553	33404000	33405000
ENSG00000286322	33401478	33401478	33410553	33404000	33405000
ENSG00000165272	33447531	33447531	33447596	33447000	33448000
ENSG00000165272	33447531	33447531	33447596	33447000	33448000
ENSG00000275651	33467869	33467869	33467935	33467000	33468000
ENSG00000275651	33467869	33467869	33467935	33467000	33468000
ENSG00000225123	33574361	33574361	33574588	33574000	33575000
ENSG00000225123	33574361	33574361	33574588	33574000	33575000
ENSG00000226562	33580695	33580695	33607874	33598000	33599000
ENSG00000226562	33580695	33580695	33607874	33598000	33599000
ENSG00000226562	33580695	33580695	33607874	33599000	33600000
ENSG00000226562	33580695	33580695	33607874	33599000	33600000
ENSG00000226562	33580695	33580695	33607874	33600000	33601000
ENSG00000226562	33580695	33580695	33607874	33600000	33601000
ENSG00000226562	33580695	33580695	33607874	33601000	33602000
ENSG00000226562	33580695	33580695	33607874	33601000	33602000
ENSG00000227301	33719690	33719690	33722555	33720000	33721000
ENSG00000227301	33719690	33719690	33722555	33720000	33721000
ENSG00000235481	33775183	33775183	33818795	33816000	33817000
ENSG00000235481	33775183	33775183	33818795	33816000	33817000
ENSG00000235481	33775183	33775183	33818795	33817000	33818000
ENSG00000235481	33775183	33775183	33818795	33817000	33818000
ENSG00000239392	34133157	34133157	34134696	34133000	34134000
ENSG00000239392	34133157	34133157	34134696	34133000	34134000
ENSG00000239392	34133157	34133157	34134696	34134000	34135000
ENSG00000239392	34133157	34133157	34134696	34134000	34135000
ENSG00000229207	34318407	34318407	34319655	34318000	34319000
ENSG00000229207	34318407	34318407	34319655	34318000	34319000
ENSG00000186638	34329106	34329106	34329237	34329000	34330000
ENSG00000186638	34329106	34329106	34329237	34329000	34330000
ENSG00000164976	34376793	34376793	34376898	34376000	34377000
ENSG00000164976	34376793	34376793	34376898	34376000	34377000
ENSG00000164970	34458261	34458261	34458552	34458000	34459000
ENSG00000164970	34458261	34458261	34458552	34458000	34459000
ENSG00000122735	34520757	34520757	34520984	34520000	34521000
ENSG00000122735	34520757	34520757	34520984	34520000	34521000
ENSG00000230729	34521527	34521527	34524241	34521000	34522000
ENSG00000230729	34521527	34521527	34524241	34521000	34522000
ENSG00000168913	34522777	34522777	34522990	34522000	34523000
ENSG00000230729	34521527	34521527	34524241	34522000	34523000
ENSG00000168913	34522777	34522777	34522990	34522000	34523000
ENSG00000230729	34521527	34521527	34524241	34522000	34523000
ENSG00000230729	34521527	34521527	34524241	34523000	34524000
ENSG00000230729	34521527	34521527	34524241	34523000	34524000
ENSG00000237159	34568012	34568012	34583072	34568000	34569000
ENSG00000237159	34568012	34568012	34583072	34568000	34569000
ENSG00000237159	34568012	34568012	34583072	34571000	34572000
ENSG00000237159	34568012	34568012	34583072	34571000	34572000
ENSG00000237159	34568012	34568012	34583072	34573000	34574000
ENSG00000237159	34568012	34568012	34583072	34573000	34574000
ENSG00000237159	34568012	34568012	34583072	34574000	34575000
ENSG00000237159	34568012	34568012	34583072	34574000	34575000
ENSG00000237159	34568012	34568012	34583072	34575000	34576000
ENSG00000237159	34568012	34568012	34583072	34575000	34576000
ENSG00000237159	34568012	34568012	34583072	34576000	34577000
ENSG00000237159	34568012	34568012	34583072	34576000	34577000
ENSG00000237159	34568012	34568012	34583072	34577000	34578000
ENSG00000237159	34568012	34568012	34583072	34577000	34578000
ENSG00000237159	34568012	34568012	34583072	34578000	34579000
ENSG00000237159	34568012	34568012	34583072	34578000	34579000
ENSG00000237159	34568012	34568012	34583072	34579000	34580000
ENSG00000237159	34568012	34568012	34583072	34579000	34580000
ENSG00000237159	34568012	34568012	34583072	34583000	34584000
ENSG00000237159	34568012	34568012	34583072	34583000	34584000
ENSG00000122756	34590082	34590082	34590123	34590000	34591000
ENSG00000122756	34590082	34590082	34590123	34590000	34591000
ENSG00000164967	34612064	34612064	34612097	34612000	34613000
ENSG00000164967	34612064	34612064	34612097	34612000	34613000
ENSG00000137100	34620465	34620465	34620481	34620000	34621000
ENSG00000137100	34620465	34620465	34620481	34620000	34621000
ENSG00000205143	34628015	34628015	34628086	34628000	34629000
ENSG00000205143	34628015	34628015	34628086	34628000	34629000
ENSG00000147955	34637698	34637698	34637784	34637000	34638000
ENSG00000147955	34637698	34637698	34637784	34637000	34638000
ENSG00000258728	34646645	34646645	34646704	34646000	34647000
ENSG00000258728	34646645	34646645	34646704	34646000	34647000
ENSG00000261215	34661903	34661903	34666029	34665000	34666000
ENSG00000187186	34665978	34665978	34666028	34665000	34666000
ENSG00000230074	34665607	34665607	34681981	34665000	34666000
ENSG00000261215	34661903	34661903	34666029	34665000	34666000
ENSG00000187186	34665978	34665978	34666028	34665000	34666000
ENSG00000230074	34665607	34665607	34681981	34665000	34666000
ENSG00000172724	34691140	34691140	34691204	34691000	34692000
ENSG00000172724	34691140	34691140	34691204	34691000	34692000
ENSG00000288583	34702953	34702953	34774466	34709000	34710000
ENSG00000288583	34702953	34702953	34774466	34709000	34710000
ENSG00000288583	34702953	34702953	34774466	34715000	34716000
ENSG00000288583	34702953	34702953	34774466	34715000	34716000
ENSG00000288583	34702953	34702953	34774466	34718000	34719000
ENSG00000288583	34702953	34702953	34774466	34718000	34719000
ENSG00000288583	34702953	34702953	34774466	34725000	34726000
ENSG00000288583	34702953	34702953	34774466	34725000	34726000
ENSG00000288583	34702953	34702953	34774466	34740000	34741000
ENSG00000288583	34702953	34702953	34774466	34740000	34741000
ENSG00000288583	34702953	34702953	34774466	34758000	34759000
ENSG00000288583	34702953	34702953	34774466	34758000	34759000
ENSG00000288583	34702953	34702953	34774466	34767000	34768000
ENSG00000288583	34702953	34702953	34774466	34767000	34768000
ENSG00000287368	34810020	34810020	34895175	34810000	34811000
ENSG00000287368	34810020	34810020	34895175	34810000	34811000
ENSG00000287368	34810020	34810020	34895175	34834000	34835000
ENSG00000257198	34832295	34832295	34838586	34834000	34835000
ENSG00000287368	34810020	34810020	34895175	34834000	34835000
ENSG00000257198	34832295	34832295	34838586	34834000	34835000
ENSG00000281491	34985410	34985410	34989379	34988000	34989000
ENSG00000281491	34985410	34985410	34989379	34988000	34989000
ENSG00000281491	34985410	34985410	34989379	34989000	34990000
ENSG00000281491	34985410	34985410	34989379	34989000	34990000
ENSG00000165280	35072337	35072337	35072625	35072000	35073000
ENSG00000165280	35072337	35072337	35072625	35072000	35073000
ENSG00000221829	35079731	35079731	35079942	35079000	35080000
ENSG00000221829	35079731	35079731	35079942	35079000	35080000
ENSG00000165282	35096561	35096561	35096601	35096000	35097000
ENSG00000234181	35096378	35096378	35098141	35096000	35097000
ENSG00000165282	35096561	35096561	35096601	35096000	35097000
ENSG00000234181	35096378	35096378	35098141	35096000	35097000
ENSG00000005238	35111269	35111269	35111423	35111000	35112000
ENSG00000005238	35111269	35111269	35111423	35111000	35112000
ENSG00000198853	35561383	35561383	35561898	35561000	35562000
ENSG00000198853	35561383	35561383	35561898	35561000	35562000
ENSG00000215187	35563829	35563829	35563899	35563000	35564000
ENSG00000215187	35563829	35563829	35563899	35563000	35564000
ENSG00000288586	35603437	35603437	35605139	35604000	35605000
ENSG00000288586	35603437	35603437	35605139	35604000	35605000
ENSG00000288586	35603437	35603437	35605139	35605000	35606000
ENSG00000288586	35603437	35603437	35605139	35605000	35606000
ENSG00000263892	35608094	35608094	35608159	35608000	35609000
ENSG00000263892	35608094	35608094	35608159	35608000	35609000
ENSG00000107140	35609743	35609743	35610032	35609000	35610000
ENSG00000107140	35609743	35609743	35610032	35609000	35610000
ENSG00000137101	35618304	35618304	35618389	35618000	35619000
ENSG00000137101	35618304	35618304	35618389	35618000	35619000
ENSG00000227933	35646270	35646270	35647099	35646000	35647000
ENSG00000227933	35646270	35646270	35647099	35646000	35647000
ENSG00000227933	35646270	35646270	35647099	35647000	35648000
ENSG00000227933	35646270	35646270	35647099	35647000	35648000
ENSG00000137078	35650854	35650854	35650950	35650000	35651000
ENSG00000137078	35650854	35650854	35650950	35650000	35651000
ENSG00000269900	35657751	35657751	35658018	35657000	35658000
ENSG00000277027	35657754	35657754	35658017	35657000	35658000
ENSG00000269900	35657751	35657751	35658018	35657000	35658000
ENSG00000277027	35657754	35657754	35658017	35657000	35658000
ENSG00000269900	35657751	35657751	35658018	35658000	35659000
ENSG00000277027	35657754	35657754	35658017	35658000	35659000
ENSG00000269900	35657751	35657751	35658018	35658000	35659000
ENSG00000277027	35657754	35657754	35658017	35658000	35659000
ENSG00000137076	35732075	35732075	35732195	35732000	35733000
ENSG00000273945	35732922	35732922	35732995	35732000	35733000
ENSG00000137076	35732075	35732075	35732195	35732000	35733000
ENSG00000273945	35732922	35732922	35732995	35732000	35733000
ENSG00000070610	35748705	35748705	35749218	35749000	35750000
ENSG00000070610	35748705	35748705	35749218	35749000	35750000
ENSG00000107185	35752875	35752875	35758585	35754000	35755000
ENSG00000215183	35754130	35754130	35754276	35754000	35755000
ENSG00000107185	35752875	35752875	35758585	35754000	35755000
ENSG00000215183	35754130	35754130	35754276	35754000	35755000
ENSG00000107185	35752875	35752875	35758585	35757000	35758000
ENSG00000228843	35756712	35756712	35757940	35757000	35758000
ENSG00000107185	35752875	35752875	35758585	35757000	35758000
ENSG00000228843	35756712	35756712	35757940	35757000	35758000
ENSG00000137133	35814980	35814980	35815042	35814000	35815000
ENSG00000137133	35814980	35814980	35815042	35814000	35815000
ENSG00000285645	35828463	35828463	35828732	35828000	35829000
ENSG00000204930	35828463	35828463	35828732	35828000	35829000
ENSG00000285645	35828463	35828463	35828732	35828000	35829000
ENSG00000204930	35828463	35828463	35828732	35828000	35829000
ENSG00000137103	35853841	35853841	35854846	35853000	35854000
ENSG00000137103	35853841	35853841	35854846	35853000	35854000
ENSG00000236083	35859055	35859055	35859980	35859000	35860000
ENSG00000236083	35859055	35859055	35859980	35859000	35860000
ENSG00000168828	35869463	35869463	35870401	35869000	35870000
ENSG00000168828	35869463	35869463	35870401	35869000	35870000
ENSG00000196196	35906636	35906636	35907136	35906000	35907000
ENSG00000196196	35906636	35906636	35907136	35906000	35907000
ENSG00000196196	35906636	35906636	35907136	35907000	35908000
ENSG00000196196	35906636	35906636	35907136	35907000	35908000
ENSG00000235387	35910692	35910692	35911613	35910000	35911000
ENSG00000235387	35910692	35910692	35911613	35910000	35911000
ENSG00000228307	35962195	35962195	36014623	35962000	35963000
ENSG00000228307	35962195	35962195	36014623	35962000	35963000
ENSG00000159921	36258321	36258321	36258329	36258000	36259000
ENSG00000159921	36258321	36258321	36258329	36258000	36259000
ENSG00000137075	36400554	36400554	36400872	36400000	36401000
ENSG00000137075	36400554	36400554	36400872	36400000	36401000
ENSG00000288571	36764896	36764896	36777347	36766000	36767000
ENSG00000288571	36764896	36764896	36777347	36766000	36767000
ENSG00000288571	36764896	36764896	36777347	36770000	36771000
ENSG00000288571	36764896	36764896	36777347	36770000	36771000
ENSG00000287514	36779475	36779475	36830456	36816000	36817000
ENSG00000287514	36779475	36779475	36830456	36816000	36817000
ENSG00000287514	36779475	36779475	36830456	36818000	36819000
ENSG00000287514	36779475	36779475	36830456	36818000	36819000
ENSG00000287514	36779475	36779475	36830456	36819000	36820000
ENSG00000287514	36779475	36779475	36830456	36819000	36820000
ENSG00000287514	36779475	36779475	36830456	36820000	36821000
ENSG00000287514	36779475	36779475	36830456	36820000	36821000
ENSG00000196092	36840558	36840558	36840559	36840000	36841000
ENSG00000196092	36840558	36840558	36840559	36840000	36841000
ENSG00000258885	36856555	36856555	36861375	36859000	36860000
ENSG00000258885	36856555	36856555	36861375	36859000	36860000
ENSG00000264922	36864254	36864254	36864308	36864000	36865000
ENSG00000264922	36864254	36864254	36864308	36864000	36865000
ENSG00000250850	37002697	37002697	37008040	37002000	37003000
ENSG00000250850	37002697	37002697	37008040	37002000	37003000
ENSG00000281649	37079645	37079645	37090928	37080000	37081000
ENSG00000281649	37079645	37079645	37090928	37080000	37081000
ENSG00000233242	37112548	37112548	37120446	37120000	37121000
ENSG00000233242	37112548	37112548	37120446	37120000	37121000
ENSG00000168795	37465215	37465215	37465450	37465000	37466000
ENSG00000168795	37465215	37465215	37465450	37465000	37466000
ENSG00000147912	37576211	37576211	37576349	37576000	37577000
ENSG00000147912	37576211	37576211	37576349	37576000	37577000
ENSG00000175768	37592533	37592533	37592596	37592000	37593000
ENSG00000175768	37592533	37592533	37592596	37592000	37593000
ENSG00000233111	37636688	37636688	37637293	37636000	37637000
ENSG00000233111	37636688	37636688	37637293	37636000	37637000
ENSG00000122696	37904068	37904068	37904127	37904000	37905000
ENSG00000122696	37904068	37904068	37904127	37904000	37905000
ENSG00000255872	38068646	38068646	38068687	38068000	38069000
ENSG00000107338	38068646	38068646	38069227	38068000	38069000
ENSG00000255872	38068646	38068646	38068687	38068000	38069000
ENSG00000107338	38068646	38068646	38069227	38068000	38069000
ENSG00000107338	38068646	38068646	38069227	38069000	38070000
ENSG00000107338	38068646	38068646	38069227	38069000	38070000
ENSG00000137142	38424425	38424425	38424454	38424000	38425000
ENSG00000137142	38424425	38424425	38424454	38424000	38425000
ENSG00000283162	38433696	38433696	38543880	38442000	38443000
ENSG00000283162	38433696	38433696	38543880	38442000	38443000
ENSG00000283162	38433696	38433696	38543880	38487000	38488000
ENSG00000229511	38486859	38486859	38488338	38487000	38488000
ENSG00000283162	38433696	38433696	38543880	38487000	38488000
ENSG00000229511	38486859	38486859	38488338	38487000	38488000
ENSG00000283162	38433696	38433696	38543880	38488000	38489000
ENSG00000229511	38486859	38486859	38488338	38488000	38489000
ENSG00000283162	38433696	38433696	38543880	38488000	38489000
ENSG00000229511	38486859	38486859	38488338	38488000	38489000
ENSG00000283162	38433696	38433696	38543880	38489000	38490000
ENSG00000283162	38433696	38433696	38543880	38489000	38490000
ENSG00000272904	38542479	38542479	38568422	38544000	38545000
ENSG00000272904	38542479	38542479	38568422	38544000	38545000
ENSG00000272904	38542479	38542479	38568422	38545000	38546000
ENSG00000272904	38542479	38542479	38568422	38545000	38546000
ENSG00000272904	38542479	38542479	38568422	38546000	38547000
ENSG00000272904	38542479	38542479	38568422	38546000	38547000
ENSG00000272904	38542479	38542479	38568422	38568000	38569000
ENSG00000225345	38566260	38566260	38568211	38568000	38569000
ENSG00000272904	38542479	38542479	38568422	38568000	38569000
ENSG00000225345	38566260	38566260	38568211	38568000	38569000
ENSG00000180071	38620286	38620286	38620596	38620000	38621000
ENSG00000204860	38620474	38620474	38624990	38620000	38621000
ENSG00000180071	38620286	38620286	38620596	38620000	38621000
ENSG00000204860	38620474	38620474	38624990	38620000	38621000
ENSG00000204860	38620474	38620474	38624990	38621000	38622000
ENSG00000204860	38620474	38620474	38624990	38621000	38622000
ENSG00000204860	38620474	38620474	38624990	38622000	38623000
ENSG00000204860	38620474	38620474	38624990	38622000	38623000
ENSG00000287838	38949734	38949734	38998503	38993000	38994000
ENSG00000287838	38949734	38949734	38998503	38993000	38994000
ENSG00000106714	39288065	39288065	39288303	39288000	39289000
ENSG00000106714	39288065	39288065	39288303	39288000	39289000
ENSG00000277024	39359890	39359890	39369105	39364000	39365000
ENSG00000277024	39359890	39359890	39369105	39364000	39365000
ENSG00000278175	39748514	39748514	39810097	39781000	39782000
ENSG00000278175	39748514	39748514	39810097	39781000	39782000
ENSG00000278175	39748514	39748514	39810097	39792000	39793000
ENSG00000278175	39748514	39748514	39810097	39792000	39793000
ENSG00000278175	39748514	39748514	39810097	39798000	39799000
ENSG00000278175	39748514	39748514	39810097	39798000	39799000
ENSG00000278175	39748514	39748514	39810097	39809000	39810000
ENSG00000229273	39809562	39809562	39810019	39809000	39810000
ENSG00000278175	39748514	39748514	39810097	39809000	39810000
ENSG00000229273	39809562	39809562	39810019	39809000	39810000
ENSG00000204837	39816542	39816542	40106661	39874000	39875000
ENSG00000283886	39874392	39874392	39874562	39874000	39875000
ENSG00000204837	39816542	39816542	40106661	39874000	39875000
ENSG00000283886	39874392	39874392	39874562	39874000	39875000
ENSG00000204837	39816542	39816542	40106661	40106000	40107000
ENSG00000284116	39983793	39983793	40106611	40106000	40107000
ENSG00000237846	40105822	40105822	40106527	40106000	40107000
ENSG00000204837	39816542	39816542	40106661	40106000	40107000
ENSG00000284116	39983793	39983793	40106611	40106000	40107000
